"code","size","source","is_dup"
"DCOL-052","4.97","F盘日本骑兵","0"
"DCV-224","4.64","E盘日本骑兵","0"
"DDFF-028","5.53","E盘日本骑兵","0"
"DDFF-045","-","115网盘数据","0"
"DDHG-008","1.05","F盘日本骑兵","0"
"DDHG-018","1.14","F盘日本骑兵","0"
"DDKM-011","4.69","E盘日本骑兵","0"
"DDNG-004","1.19","F盘日本骑兵","0"
"DDOB-140","4.3","F盘日本骑兵","0"
"DDSI-001","1.61","F盘日本骑兵","0"
"DENJ-001","0.88","E盘日本骑兵","0"
"DGCEMD-302","7.98","E盘日本骑兵","0"
"DGCEMD-515","26.77","E盘日本骑兵","0"
"DHJP-011","4.88","E盘日本骑兵","0"
"DIC-083","5.03","E盘日本骑兵","0"
"DIPO-145","-","115网盘数据","0"
"DJJJ-007","3.96","F盘日本骑兵","0"
"DJJJ-008","3.96","F盘日本骑兵","0"
"DJJJ-010","2.53","F盘日本骑兵","0"
"DJJJ-012","0.88","E盘日本骑兵","0"
"DJJJ-014","5.1","E盘日本骑兵 | F盘日本骑兵","0"
"DJJJ-015","5.21","F盘日本骑兵","0"
"DKD-013","4.85","F盘日本骑兵","0"
"DKDN-034","1.63","E盘日本骑兵","0"
"DKWT-001","6.62","F盘日本骑兵","0"
"DKWT-006","6.24","E盘日本骑兵","0"
"DLDSS-020","5.06","E盘日本骑兵","0"
"DLDSS-035","5.21","E盘日本骑兵","0"
"DLDSS-040","5.12","E盘日本骑兵","0"
"DLDSS-052","5.24","E盘日本骑兵","0"
"DLDSS-057","5.25","F盘日本骑兵","0"
"DLDSS-064","5.19","E盘日本骑兵","0"
"DLDSS-078","5.18","E盘日本骑兵","0"
"DLDSS-084","4.53","E盘日本骑兵","0"
"DLDSS-114","4.31","E盘日本骑兵","0"
"DLDSS-155","5.18","E盘日本骑兵","0"
"DLDSS-164","5.32","E盘日本骑兵","0"
"DLDSS-176","4.73","E盘日本骑兵","0"
"DLDSS-178","5.02","E盘日本骑兵","0"
"DLDSS-180","5.03","E盘日本骑兵","0"
"DLDSS-184","3.61","E盘日本骑兵","0"
"DLDSS-236","3.48","E盘日本骑兵","0"
"DLDSS-246","3.36","115网盘数据 | F盘日本骑兵","0"
"DLDSS-260","3.48","115网盘数据 | F盘日本骑兵","0"
"DLDSS-265","3.62","E盘日本骑兵","0"
"DLDSS-268","3.47","F盘日本骑兵","0"
"DLDSS-277","3.61","E盘日本骑兵","0"
"DLDSS-280","5.25","E盘日本骑兵","0"
"DLDSS-300","3.43","F盘日本骑兵","0"
"DLDSS-302","4.45","115网盘数据 | F盘日本骑兵","0"
"DLDSS-313","7.25","F盘日本骑兵","0"
"DLDSS-321","5.06","F盘日本骑兵","0"
"DLDSS-325","6.32","E盘日本骑兵","0"
"DLDSS-346","4.36","F盘日本骑兵","0"
"DLDSS-375","3.52","F盘日本骑兵","0"
"DLDSS-390","13.47","F盘日本骑兵","0"
"DLDSS-394","9.78","F盘日本骑兵","0"
"DLDSS-399","4.7","F盘日本骑兵","0"
"DLDSS-403","3.53","F盘日本骑兵","0"
"DLDSS-408","3.38","F盘日本骑兵","0"
"DLDSS-421","3.58","F盘日本骑兵","0"
"DLDSS-424","-","115网盘数据","0"
"DLDSS-432","-","115网盘数据","0"
"DLDSS-451","-","115网盘数据","0"
"DLDSS-452","-","115网盘数据","0"
"DLDSS-456","-","115网盘数据","0"
"DLDSS-457","-","115网盘数据","0"
"DMOW-221","6.05","F盘日本骑兵","0"
"DMOW-223","-","115网盘数据","0"
"DMOW-224","-","115网盘数据","0"
"DNJR-148","-","115网盘数据","0"
"DNTR-002","4.07","F盘日本骑兵","0"
"DOA-041","5.33","E盘日本骑兵","0"
"DOCD-050","8.48","F盘日本骑兵","0"
"DOCP-144","8.85","E盘日本骑兵","0"
"DOCP-237","-","115网盘数据","0"
"DOCP-244","9.79","E盘日本骑兵","0"
"DOCP-265","9.97","E盘日本骑兵","0"
"DOCP-286","4.04","E盘日本骑兵","0"
"DOCP-345","6.37","E盘日本骑兵","0"
"DOCS-095","3.31","F盘日本骑兵","0"
"DOKS-522","5.25","E盘日本骑兵","0"
"DOKS-534","6.05","E盘日本骑兵","0"
"DOKS-539","5.01","E盘日本骑兵","0"
"DOKS-570","5.26","E盘日本骑兵","0"
"DOKS-577","5.98","E盘日本骑兵","0"
"DOKS-597","8.05","E盘日本骑兵","0"
"DOKS-615","4.98","F盘日本骑兵","0"
"DOKS-630","9.98","F盘日本骑兵","0"
"DPHN-104","1.24","E盘日本骑兵","0"
"DPHN-108","1.01","E盘日本骑兵","0"
"DPHN-115","1.36","F盘日本骑兵","0"
"DPHN-126","1.37","E盘日本骑兵","0"
"DPHN-127","1.46","E盘日本骑兵","0"
"DPHN-128","1.46","E盘日本骑兵","0"
"DPHN-131","1.2","E盘日本骑兵","0"
"DPHN-142","1.08","E盘日本骑兵","0"
"DPHN-148","1.0","E盘日本骑兵","0"
"DPHN-157","1.1","E盘日本骑兵","0"
"DPHN-173","1.47","E盘日本骑兵","0"
"DPHN-177","1.67","E盘日本骑兵","0"
"DPHN-179","4.98","E盘日本骑兵","0"
"DPHN-180","4.26","E盘日本骑兵","0"
"DPHN-181","5.41","E盘日本骑兵","0"
"DPMI-00046","4.82","E盘日本骑兵","0"
"DPMI-001","2.5","F盘日本骑兵","0"
"DPMI-020","6.2","E盘日本骑兵","0"
"DPMI-041","4.66","E盘日本骑兵","0"
"DPMI-055","5.24","115网盘数据 | E盘日本骑兵","0"
"DPMI-065","6.05","E盘日本骑兵","0"
"DPMI-067","6.2","E盘日本骑兵","0"
"DRC-123","5.33","E盘日本骑兵 | F盘日本骑兵","0"
"DRPT-004","10.39","F盘日本骑兵","0"
"DRPT-008","4.78","F盘日本骑兵","0"
"DRPT-012","5.2","E盘日本骑兵","0"
"DRPT-054","5.48","F盘日本骑兵","0"
"DRPT-067","4.49","E盘日本骑兵","0"
"DRPT-072","4.61","F盘日本骑兵","0"
"DRPT-091","7.02","F盘日本骑兵","0"
"DRPT-093","6.22","F盘日本骑兵","0"
"DSJH-014","6.83","F盘日本骑兵","0"
"DV-1452","5.61","E盘日本骑兵","0"
"DV-1484","5.57","E盘日本骑兵","0"
"DV-1574","5.86","F盘日本骑兵","0"
"DV-1635","4.99","F盘日本骑兵","0"
"DV-1666","4.73","F盘日本骑兵","0"
"DVAJ-630","4.96","F盘日本骑兵","0"
"DVAJ-631","4.78","E盘日本骑兵","0"
"DVAJ-665","5.44","F盘日本骑兵","0"
"DVAJ-684","5.9","F盘日本骑兵","0"
"DVAJ-704","-","115网盘数据","0"
"DVAJ-708","-","115网盘数据","0"
"DVDES-463","2.03","E盘日本骑兵","0"
"DVDES-638","5.66","F盘日本骑兵","0"
"DVDES-644","9.41","F盘日本骑兵","0"
"DVDES-769","1.23","F盘日本骑兵","0"
"DVDES-809","3.86","F盘日本骑兵","0"
"DVDES-829","5.84","F盘日本骑兵","0"
"DVDES-831","5.85","F盘日本骑兵","0"
"DVDES-929","4.13","F盘日本骑兵","0"
"DVDMS-00273","7.54","E盘日本骑兵","0"
"DVDMS-430","10.06","E盘日本骑兵","0"
"DVDMS-490","6.2","E盘日本骑兵","0"
"DVDMS-521","6.93","E盘日本骑兵","0"
"DVDMS-562","6.89","E盘日本骑兵","0"
"DVDMS-581","6.44","F盘日本骑兵","0"
"DVDMS-582","8.59","E盘日本骑兵","0"
"DVDMS-599","6.73","E盘日本骑兵","0"
"DVDMS-623","6.93","E盘日本骑兵","0"
"DVDMS-630","10.07","E盘日本骑兵","0"
"DVDMS-638","6.9","E盘日本骑兵","0"
"DVDMS-642","10.25","E盘日本骑兵","0"
"DVDMS-660","6.88","E盘日本骑兵","0"
"DVDMS-669","6.43","E盘日本骑兵","0"
"DVDMS-671","7.41","E盘日本骑兵","0"
"DVDMS-679","6.52","E盘日本骑兵","0"
"DVDMS-683","7.1","E盘日本骑兵","0"
"DVDMS-690","6.14","E盘日本骑兵","0"
"DVDMS-715","6.51","E盘日本骑兵","0"
"DVDMS-720","6.95","E盘日本骑兵","0"
"DVDMS-728","6.94","E盘日本骑兵","0"
"DVDMS-739","6.52","F盘日本骑兵","0"
"DVDMS-744","10.04","E盘日本骑兵","0"
"DVDMS-752","7.13","E盘日本骑兵","0"
"DVDMS-763","6.51","E盘日本骑兵","0"
"DVDMS-775","10.02","E盘日本骑兵","0"
"DVDMS-777","6.92","E盘日本骑兵","0"
"DVDMS-780","8.35","E盘日本骑兵","0"
"DVDMS-784","6.26","E盘日本骑兵","0"
"DVDMS-788","7.09","E盘日本骑兵","0"
"DVDMS-789","6.34","E盘日本骑兵","0"
"DVDMS-797","6.92","E盘日本骑兵","0"
"DVDMS-800","10.08","E盘日本骑兵","0"
"DVDMS-818","6.48","E盘日本骑兵","0"
"DVDMS-841","6.93","E盘日本骑兵","0"
"DVDMS-845","6.57","E盘日本骑兵","0"
"DVDMS-853","8.72","E盘日本骑兵","0"
"DVDMS-856","6.75","E盘日本骑兵","0"
"DVDMS-879","6.79","E盘日本骑兵","0"
"DVDMS-894","6.88","E盘日本骑兵","0"
"DVDMS-912","5.79","E盘日本骑兵","0"
"DVDMS-920","-","115网盘数据","0"
"DVDMS-928","12.41","E盘日本骑兵","0"
"DVDMS-935","7.02","E盘日本骑兵","0"
"DVDMS-954","6.9","E盘日本骑兵","0"
"DVDMS-971","7.48","E盘日本骑兵","0"
"DVDMS-980","12.62","E盘日本骑兵","0"
"DVDMS-995","5.39","E盘日本骑兵","0"
"DVDMS-996","15.15","E盘日本骑兵","0"
"DVEH-018","6.64","E盘日本骑兵","0"
"DVEH-037","6.61","F盘日本骑兵","0"
"DVEH-059","5.62","F盘日本骑兵","0"
"DVEL-001","0.88","E盘日本骑兵","0"
"DVMM-003","5.89","E盘日本骑兵","0"
"DVMM-005","6.06","E盘日本骑兵","0"
"DVMM-006","10.07","E盘日本骑兵","0"
"DVMM-019","6.55","115网盘数据 | E盘日本骑兵","0"
"DVMM-024","10.38","E盘日本骑兵","0"
"DVMM-025","10.07","E盘日本骑兵","0"
"DVMM-029","2.85","E盘日本骑兵","0"
"DVMM-039","6.79","E盘日本骑兵","0"
"DVMM-045","12.15","E盘日本骑兵","0"
"DVMM-047","6.0","E盘日本骑兵","0"
"DVMM-049","10.29","E盘日本骑兵","0"
"DVMM-053","6.74","E盘日本骑兵","0"
"DVMM-068","4.64","E盘日本骑兵","0"
"DVMM-080","7.09","E盘日本骑兵","0"
"DVMM-095","7.08","E盘日本骑兵","0"
"DVMM-106","6.71","F盘日本骑兵","0"
"DVMM-107","12.65","F盘日本骑兵","0"
"DVMM-112","7.08","F盘日本骑兵","0"
"DVMM-117","6.71","E盘日本骑兵","0"
"DVMM-121","7.12","F盘日本骑兵","0"
"DVMM-128","9.55","E盘日本骑兵","0"
"DVMM-135","6.82","F盘日本骑兵","0"
"DVMM-153","7.12","F盘日本骑兵","0"
"DVMM-171","7.06","F盘日本骑兵","0"
"DVMM-181","8.0","E盘日本骑兵","0"
"DVMM-184","6.99","E盘日本骑兵","0"
"DVMM-197","8.07","F盘日本骑兵","0"
"DVMM-220","7.06","F盘日本骑兵","0"
"DVMM-245","-","115网盘数据","0"
"DVMM-285","-","115网盘数据","0"
"DVMM-286","-","115网盘数据","0"
"DVMM-299","-","115网盘数据","0"
"DVMM-327","-","115网盘数据","0"
"DVMM-332","-","115网盘数据","0"
"DVMM-335","-","115网盘数据","0"
"DVMT-004","5.21","E盘日本骑兵","0"
"DVRT-018","6.85","E盘日本骑兵","0"
"DVRT-022","6.92","E盘日本骑兵","0"
"DVRT-027","5.62","E盘日本骑兵","0"
"DVRT-035","4.93","F盘日本骑兵","0"
"DVRT-044","5.43","F盘日本骑兵","0"
"DVRT-045","-","115网盘数据","0"
"DVRT-047","5.46","F盘日本骑兵","0"
"DVRT-056","5.85","F盘日本骑兵","0"
"DVRT-057","5.66","F盘日本骑兵","0"
"DVRT-062","-","115网盘数据","0"
"EBOD-298","5.0","F盘日本骑兵","0"
"EBOD-841","5.12","E盘日本骑兵","0"
"EBOD-918","6.3","E盘日本骑兵","0"
"EBWH-007","5.99","F盘日本骑兵","0"
"EBWH-012","4.73","F盘日本骑兵","0"
"EBWH-094","5.03","F盘日本骑兵","0"
"EBWH-182","4.96","E盘日本骑兵","0"
"EBWH-190","5.19","F盘日本骑兵","0"
"EBWH-196","5.02","F盘日本骑兵","0"
"EBWH-203","5.03","F盘日本骑兵","0"
"EBWH-249","6.65","F盘日本骑兵","0"
"EBWH-251","-","115网盘数据","0"
"EBWH-273","-","115网盘数据","0"
"EBWH-282","-","115网盘数据","0"
"EDRG-016","4.44","F盘日本骑兵","0"
"EKDV-687","6.26","E盘日本骑兵","0"
"EKDV-765","6.38","F盘日本骑兵","0"
"EKDV-788","6.0","F盘日本骑兵","0"
"EKDV-796","-","115网盘数据","0"
"EMAZ-329","1.22","F盘日本骑兵","0"
"EMBZ-098","2.51","F盘日本骑兵","0"
"EMBZ-283","5.21","E盘日本骑兵","0"
"EMBZ-302","5.07","F盘日本骑兵","0"
"EMBZ-306","5.51","F盘日本骑兵","0"
"EMBZ-315","-","115网盘数据","0"
"EMBZ-336","-","115网盘数据","0"
"ENDS-125","1.3","E盘日本骑兵","0"
"ERGR-001","4.09","F盘日本骑兵","0"
"EROFV-332","-","115网盘数据","0"
"ETW-003","2.62","E盘日本骑兵","0"
"ETW-006","5.13","E盘日本骑兵","0"
"ETW-007","5.24","E盘日本骑兵","0"
"EUMD-004","6.91","F盘日本骑兵","0"
"EYAN-012","3.21","F盘日本骑兵","0"
"EYAN-197","6.16","E盘日本骑兵","0"
"EYAN-203","5.21","F盘日本骑兵","0"
"FAA-005","0.96","F盘日本骑兵","0"
"FAA-014","1.4","F盘日本骑兵","0"
"FAA-016","1.55","F盘日本骑兵","0"
"FAA-022","1.05","F盘日本骑兵","0"
"FAA-294","4.33","F盘日本骑兵","0"
"FAJS-028","5.73","F盘日本骑兵","0"
"FAJS-042","1.19","F盘日本骑兵","0"
"FAJS-050","2.68","F盘日本骑兵","0"
"FAJS-053","2.3","F盘日本骑兵","0"
"FAN-190","3.9","E盘日本骑兵","0"
"FANART-10","0.01","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-11","0.01","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-12","0.01","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-13","0.01","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-14","0.01","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-15","0.01","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-16","-","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-17","-","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-18","-","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-19","-","E盘日本骑兵 | F盘日本骑兵","0"
"FANART-20","-","E盘日本骑兵 | F盘日本骑兵","0"
"FAX-002","3.42","F盘日本骑兵","0"
"FAX-003","3.06","F盘日本骑兵","0"
"FAX-007","2.93","F盘日本骑兵","0"
"FAX-008","3.23","F盘日本骑兵","0"
"FAX-009","3.18","F盘日本骑兵","0"
"FAX-011","3.29","F盘日本骑兵","0"
"FAX-015","1.44","F盘日本骑兵","0"
"FAX-023","3.17","F盘日本骑兵","0"
"FAX-027","2.9","F盘日本骑兵","0"
"FAX-032","3.22","F盘日本骑兵","0"
"FAX-035","2.66","F盘日本骑兵","0"
"FAX-045","2.63","F盘日本骑兵","0"
"FAX-048","2.95","F盘日本骑兵","0"
"FAX-049","1.58","F盘日本骑兵","0"
"FAX-054","1.42","F盘日本骑兵","0"
"FAX-057","1.48","F盘日本骑兵","0"
"FAX-076","2.35","F盘日本骑兵","0"
"FAX-078","1.86","F盘日本骑兵","0"
"FAX-079","2.04","F盘日本骑兵","0"
"FAX-428","1.22","E盘日本骑兵","0"
"FAX-480","2.27","F盘日本骑兵","0"
"FAYS-008","-","115网盘数据","0"
"FCDC-132","6.35","E盘日本骑兵","0"
"FCDC-135","6.31","E盘日本骑兵","0"
"FCDC-141","4.37","E盘日本骑兵","0"
"FCDC-142","6.84","E盘日本骑兵","0"
"FCDC-154","6.29","E盘日本骑兵","0"
"FCDC-159","6.84","E盘日本骑兵","0"
"FCDC-163","6.81","E盘日本骑兵","0"
"FCDC-182","-","115网盘数据","0"
"FCDSS-103","-","115网盘数据","0"
"FCST-003","5.44","E盘日本骑兵","0"
"FERA-163","4.06","E盘日本骑兵","0"
"FERA-201","-","115网盘数据","0"
"FFFS-045","7.67","E盘日本骑兵","0"
"FFFS-060","5.02","F盘日本骑兵","0"
"FFFS-064","10.11","F盘日本骑兵","0"
"FFFS-065","5.99","F盘日本骑兵","0"
"FFFS-068","-","115网盘数据","0"
"FIV-013","7.02","E盘日本骑兵","0"
"FIV-038","3.12","E盘日本骑兵","0"
"FJIN-115","-","115网盘数据","0"
"FLAV-292","6.71","E盘日本骑兵","0"
"FLAV-343","6.26","E盘日本骑兵","0"
"FLAV-346","5.95","E盘日本骑兵","0"
"FLAV-359","2.12","E盘日本骑兵","0"
"FLAV-366","6.22","F盘日本骑兵","0"
"FLAV-394","6.95","F盘日本骑兵","0"
"FLAV-399","7.0","F盘日本骑兵","0"
"FLAV-410","-","115网盘数据","0"
"FLVA-047","3.28","E盘日本骑兵","0"
"FLVA-049","9.6","E盘日本骑兵","0"
"FLVA-050","12.82","E盘日本骑兵","0"
"FLVA-054","10.38","F盘日本骑兵","0"
"FNEW-011","5.3","F盘日本骑兵","0"
"FNS-004","9.84","F盘日本骑兵","0"
"FNS-007","3.59","F盘日本骑兵","0"
"FNS-014","4.38","F盘日本骑兵","0"
"FNS-016","3.62","F盘日本骑兵","0"
"FNS-027","3.46","F盘日本骑兵","0"
"FNS-039","3.55","F盘日本骑兵","0"
"FNS-042","3.53","F盘日本骑兵","0"
"FNS-070","3.62","F盘日本骑兵","0"
"FNS-073","3.58","F盘日本骑兵","0"
"FNS-185","-","115网盘数据","0"
"FOCS-292","-","115网盘数据","0"
"FPJS-042","3.05","F盘日本骑兵","0"
"FPRE-004","6.3","E盘日本骑兵","0"
"FPRE-057","6.8","F盘日本骑兵","0"
"FPRE-069","-","115网盘数据","0"
"FPRE-076","6.12","F盘日本骑兵","0"
"FPRE-080","5.03","F盘日本骑兵","0"
"FPRE-114","6.36","F盘日本骑兵","0"
"FPRE-118","5.96","E盘日本骑兵","0"
"FPRE-122","6.03","F盘日本骑兵","0"
"FPRE-131","6.71","F盘日本骑兵","0"
"FPRE-150","6.83","F盘日本骑兵","0"
"FPRE-156","-","115网盘数据","0"
"FPRE-161","6.55","F盘日本骑兵","0"
"FPRE-163","7.11","F盘日本骑兵","0"
"FPRE-174","4.86","F盘日本骑兵","0"
"FPRE-181","5.55","F盘日本骑兵","0"
"FSDSS-062","4.83","E盘日本骑兵","0"
"FSDSS-129","4.86","E盘日本骑兵","0"
"FSDSS-259","5.24","E盘日本骑兵","0"
"FSDSS-260","9.34","E盘日本骑兵","0"
"FSDSS-282","5.21","E盘日本骑兵","0"
"FSDSS-374","5.24","E盘日本骑兵","0"
"FSDSS-390","3.61","E盘日本骑兵","0"
"FSDSS-409","5.32","E盘日本骑兵","0"
"FSDSS-418","5.45","E盘日本骑兵","0"
"FSDSS-421","4.57","E盘日本骑兵","0"
"FSDSS-468","5.36","E盘日本骑兵","0"
"FSDSS-530","5.04","E盘日本骑兵","0"
"FSDSS-569","3.41","E盘日本骑兵","0"
"FSDSS-573","3.54","E盘日本骑兵","0"
"FSDSS-582","5.23","E盘日本骑兵","0"
"FSDSS-636","3.42","E盘日本骑兵","0"
"FSDSS-648","3.46","E盘日本骑兵","0"
"FSDSS-653","4.35","E盘日本骑兵","0"
"FSDSS-662","3.36","E盘日本骑兵","0"
"FSDSS-714","3.13","E盘日本骑兵","0"
"FSDSS-728","4.35","E盘日本骑兵","0"
"FSDSS-748","3.49","F盘日本骑兵","0"
"FSDSS-784","4.24","F盘日本骑兵","0"
"FSDSS-814","6.27","F盘日本骑兵","0"
"FSDSS-816","8.41","F盘日本骑兵","0"
"FSDSS-825","3.61","F盘日本骑兵","0"
"FSDSS-893","7.21","E盘日本骑兵 | F盘日本骑兵","0"
"FSDSS-894","3.76","F盘日本骑兵","0"
"FSDSS-971","3.44","F盘日本骑兵","0"
"FSDSS-978","3.62","F盘日本骑兵","0"
"FSET-647","4.27","F盘日本骑兵","0"
"FSET-793","6.01","F盘日本骑兵","0"
"FSET-814","6.82","E盘日本骑兵","0"
"FSET-816","5.47","F盘日本骑兵","0"
"FSTU-014","-","115网盘数据","0"
"FTHTD-137","-","115网盘数据","0"
"FTHTD-152","-","115网盘数据","0"
"FTK-012","5.21","E盘日本骑兵","0"
"FTKD-010","9.79","F盘日本骑兵","0"
"FTKD-024","6.54","F盘日本骑兵","0"
"FTKD-033","-","115网盘数据","0"
"FTN-034","1.16","E盘日本骑兵","0"
"FUNK-009","7.29","E盘日本骑兵","0"
"FW-013","-","115网盘数据","0"
"GACHI-644","1.77","E盘日本骑兵","0"
"GAMS-008","1.66","E盘日本骑兵","0"
"GAMS-010","8.79","E盘日本骑兵","0"
"GAMS-021","5.18","E盘日本骑兵","0"
"GARA-009","-","115网盘数据","0"
"GCF-003","6.86","F盘日本骑兵","0"
"GCF-010","5.99","F盘日本骑兵","0"
"GDQN-021","4.64","F盘日本骑兵","0"
"GEBB-028","-","115网盘数据","0"
"GENU-010","4.28","E盘日本骑兵","0"
"GETS-019","5.21","F盘日本骑兵","0"
"GETS-073","3.71","E盘日本骑兵","0"
"GETS-090","5.34","E盘日本骑兵","0"
"GETS-113","2.54","F盘日本骑兵","0"
"GG-019","1.39","F盘日本骑兵","0"
"GHAT-141","3.75","E盘日本骑兵","0"
"GHMT-027","2.57","F盘日本骑兵","0"
"GHNU-027","2.6","E盘日本骑兵","0"
"GIRO-018","6.51","F盘日本骑兵","0"
"GIRO-027","5.34","F盘日本骑兵","0"
"GIRO-034","5.43","F盘日本骑兵","0"
"GIRO-042","5.27","F盘日本骑兵","0"
"GIRO-060","5.58","E盘日本骑兵","0"
"GIRO-71","2.45","F盘日本骑兵","0"
"GMA-022","6.09","E盘日本骑兵","0"
"GMEM-022","5.33","E盘日本骑兵","0"
"GMEM-077","5.37","E盘日本骑兵","0"
"GMJK-021","4.07","E盘日本骑兵","0"
"GNAX-061","4.68","F盘日本骑兵","0"
"GNS-103","8.11","F盘日本骑兵","0"
"GOJU-158","5.2","F盘日本骑兵","0"
"GOJU-261","8.62","E盘日本骑兵","0"
"GOJU-306","-","115网盘数据","0"
"GSY-035","-","115网盘数据","0"
"GTAL-036","1.66","F盘日本骑兵","0"
"GUPP-011","5.24","F盘日本骑兵","0"
"GVG-118","3.48","F盘日本骑兵","0"
"GVG-148","5.5","F盘日本骑兵","0"
"GVG-222","2.49","F盘日本骑兵","0"
"GVG-727","5.73","E盘日本骑兵","0"
"GVG-759","-","115网盘数据","0"
"GVG-787","6.0","E盘日本骑兵","0"
"GVG-801","5.69","E盘日本骑兵","0"
"GVG-807","7.0","F盘日本骑兵","0"
"GVG-882","5.04","E盘日本骑兵","0"
"GVG-913","2.51","F盘日本骑兵","0"
"GVG-977","6.79","E盘日本骑兵","0"
"GVH-005","6.77","E盘日本骑兵","0"
"GVH-042","5.44","F盘日本骑兵","0"
"GVH-082","7.16","E盘日本骑兵","0"
"GVH-086","5.64","E盘日本骑兵","0"
"GVH-100","5.47","E盘日本骑兵","0"
"GVH-121","6.76","E盘日本骑兵","0"
"GVH-150","6.83","E盘日本骑兵","0"
"GVH-167","5.68","F盘日本骑兵","0"
"GVH-177","5.03","E盘日本骑兵","0"
"GVH-180","6.8","E盘日本骑兵","0"
"GVH-219","5.34","E盘日本骑兵","0"
"GVH-234","5.33","115网盘数据 | E盘日本骑兵","0"
"GVH-247","5.59","F盘日本骑兵","0"
"GVH-298","5.31","E盘日本骑兵","0"
"GVH-305","5.51","E盘日本骑兵","0"
"GVH-308","5.21","E盘日本骑兵","0"
"GVH-323","5.67","E盘日本骑兵","0"
"GVH-339","5.68","E盘日本骑兵","0"
"GVH-344","5.3","E盘日本骑兵","0"
"GVH-353","-","115网盘数据","0"
"GVH-473","5.26","E盘日本骑兵","0"
"GVH-499","5.35","E盘日本骑兵","0"
"GVH-504","5.75","E盘日本骑兵","0"
"GVH-579","6.8","E盘日本骑兵","0"
"GVH-596","5.05","115网盘数据 | E盘日本骑兵","0"
"GVH-606","6.79","E盘日本骑兵","0"
"GVH-640","5.39","E盘日本骑兵","0"
"GVH-653","6.37","E盘日本骑兵","0"
"GVH-659","5.08","F盘日本骑兵","0"
"GVH-661","6.44","F盘日本骑兵","0"
"GVH-673","6.67","F盘日本骑兵","0"
"GVH-707","6.52","E盘日本骑兵","0"
"GVH-712","6.77","F盘日本骑兵","0"
"GVH-725","6.76","F盘日本骑兵","0"
"GVH-726","6.3","F盘日本骑兵","0"
"GVH-762","6.79","F盘日本骑兵","0"
"GVH-779","-","115网盘数据","0"
"GVH-803","-","115网盘数据","0"
"GVH-807","-","115网盘数据","0"
"GZAP-004","5.26","F盘日本骑兵","0"
"GZAP-005","6.87","F盘日本骑兵","0"
"GZAP-007","5.4","F盘日本骑兵","0"
"GZAP-014","6.23","F盘日本骑兵","0"
"GZAP-015","4.06","F盘日本骑兵","0"
"GZAP-048","3.82","F盘日本骑兵","0"
"GZAP-058","5.86","F盘日本骑兵","0"
"GZAP-066","7.81","F盘日本骑兵","0"
"GZY-116","-","115网盘数据","0"
"HALT-063","6.55","F盘日本骑兵","0"
"HALT-065","5.81","F盘日本骑兵","0"
"HALT-066","5.08","F盘日本骑兵","0"
"HALT-068","-","115网盘数据","0"
"HALT-070","-","115网盘数据","0"
"HALT-072","-","115网盘数据","0"
"HALT-073","-","115网盘数据","0"
"HAME-053","-","115网盘数据","0"
"HARU-053","5.04","F盘日本骑兵","0"
"HAWA-171","7.85","E盘日本骑兵","0"
"HAWA-243","6.13","E盘日本骑兵","0"
"HAWA-324","3.84","F盘日本骑兵","0"
"HAWA-341","4.52","E盘日本骑兵","0"
"HAWA-365","-","115网盘数据","0"
"HBAD-307","2.42","F盘日本骑兵","0"
"HBAD-322","6.02","F盘日本骑兵","0"
"HBAD-327","7.85","F盘日本骑兵","0"
"HBAD-328","5.12","F盘日本骑兵","0"
"HBAD-331","3.32","F盘日本骑兵","0"
"HBAD-334","4.12","F盘日本骑兵","0"
"HBAD-345","6.33","E盘日本骑兵","0"
"HBAD-347","5.06","F盘日本骑兵","0"
"HBAD-359","2.11","E盘日本骑兵","0"
"HBAD-403","7.07","F盘日本骑兵","0"
"HBAD-432","5.8","F盘日本骑兵","0"
"HBAD-586","5.81","E盘日本骑兵","0"
"HBAD-595","5.85","E盘日本骑兵","0"
"HBAD-685","3.54","E盘日本骑兵","0"
"HBAD-703","3.6","F盘日本骑兵","0"
"HDKA-242","5.23","E盘日本骑兵","0"
"HDKA-246","5.25","E盘日本骑兵","0"
"HDKA-256","5.4","F盘日本骑兵","0"
"HDKA-257","5.14","E盘日本骑兵","0"
"HDKA-281","5.53","E盘日本骑兵","0"
"HDKA-293","6.99","E盘日本骑兵","0"
"HDKA-311","4.84","F盘日本骑兵","0"
"HDKA-316","3.49","F盘日本骑兵","0"
"HDKA-322","-","115网盘数据","0"
"HDSN-049","1.61","F盘日本骑兵","0"
"HENK-001","4.36","F盘日本骑兵","0"
"HEY-032","4.28","E盘日本骑兵","0"
"HEYZO-0198","1.43","E盘日本骑兵","0"
"HEYZO-0295","2.23","E盘日本骑兵","0"
"HEYZO-0304","2.08","E盘日本骑兵","0"
"HEYZO-0333","2.1","E盘日本骑兵","0"
"HEYZO-0527","2.09","E盘日本骑兵","0"
